,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
62383,Mon 01:49:26 PM,50.6046,4.7512,↖ 319°,398.0,458.0,"24,000",,FlightAware ADS-B (EBGB),Arrivals,GER1714,2025-03-24 19:37:57
62384,Mon 01:49:56 PM,50.6458,4.6947,↖ 319°,397.0,457.0,"24,000",,FlightAware ADS-B (OST / EBOS),Arrivals,GER1714,2025-03-24 19:37:57
62385,Mon 01:50:26 PM,50.6867,4.6383,↖ 319°,396.0,456.0,"24,000",,FlightAware ADS-B (UDE / EHVK),Arrivals,GER1714,2025-03-24 19:37:57
62386,Mon 01:50:56 PM,50.728,4.5814,↖ 319°,397.0,457.0,"24,000",,FlightAware ADS-B (BRU / EBBR),Arrivals,GER1714,2025-03-24 19:37:57
62387,Mon 01:51:25 PM,50.7688,4.5249,↖ 319°,396.0,456.0,"24,000",,FlightAware ADS-B (EBBZ),Arrivals,GER1714,2025-03-24 19:37:57
62388,Mon 01:51:55 PM,50.8092,4.4689,↖ 319°,397.0,457.0,"24,000",,FlightAware ADS-B (MST / EHBK),Arrivals,GER1714,2025-03-24 19:37:57
62389,Mon 01:52:25 PM,50.85,4.4122,↖ 319°,398.0,458.0,"24,000",,FlightAware ADS-B (CRL / EBCI),Arrivals,GER1714,2025-03-24 19:37:57
62390,Mon 01:52:55 PM,50.8929,4.3525,↖ 319°,400.0,460.0,"24,000",,FlightAware ADS-B (CRL / EBCI),Arrivals,GER1714,2025-03-24 19:37:57
62391,Mon 01:53:25 PM,50.9343,4.2946,↖ 319°,402.0,463.0,"24,000",,FlightAware ADS-B (CRL / EBCI),Arrivals,GER1714,2025-03-24 19:37:57
62392,Mon 01:53:55 PM,50.9762,4.2359,↖ 318°,404.0,465.0,"24,000",,FlightAware ADS-B (ANR / EBAW),Arrivals,GER1714,2025-03-24 19:37:57
62393,Mon 01:54:25 PM,51.0179,4.1775,↖ 318°,404.0,465.0,"24,000",,FlightAware ADS-B (EBSL),Arrivals,GER1714,2025-03-24 19:37:57
62394,Mon 01:54:43 PM,51.0418,4.1437,↖ 318°,404.0,465.0,"24,000",,FlightAware ADS-B (KJK / EBKT),Arrivals,GER1714,2025-03-24 19:37:57
62395,Mon 01:55:13 PM,51.0852,4.0826,↖ 318°,405.0,466.0,"24,000",,FlightAware ADS-B (MST / EHBK),Arrivals,GER1714,2025-03-24 19:37:57
62396,Mon 01:55:35 PM,51.1151,4.0404,↖ 318°,404.0,465.0,"24,000",,FlightAware ADS-B (OST / EBOS),Arrivals,GER1714,2025-03-24 19:37:57
62397,Mon 01:56:05 PM,51.1595,3.9776,↖ 318°,402.0,463.0,"24,000",-96.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62398,Mon 01:56:22 PM,51.1809,3.9494,↖ 327°,397.0,457.0,"23,925",-557.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62399,Mon 01:56:40 PM,51.2117,3.9246,↑ 340°,385.0,443.0,"23,675",-875.0,FlightAware ADS-B (EHDL),Arrivals,GER1714,2025-03-24 19:37:57
62400,Mon 01:56:58 PM,51.2415,3.9132,↑ 352°,375.0,432.0,"23,400",-1286.0,FlightAware ADS-B (MGL / EDLN),Arrivals,GER1714,2025-03-24 19:37:57
62401,Mon 01:57:43 PM,51.3193,3.9037,↑ 356°,364.0,419.0,"22,325",-1580.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62402,Mon 01:58:13 PM,51.3677,3.8983,↑ 356°,350.0,403.0,"21,425",-1850.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,GER1714,2025-03-24 19:37:57
62403,Mon 01:58:43 PM,51.4161,3.893,↑ 356°,349.0,402.0,"20,475",-1864.0,FlightAware ADS-B (BRU / EBBR),Arrivals,GER1714,2025-03-24 19:37:57
62404,Mon 01:59:23 PM,51.4805,3.8858,↑ 356°,345.0,397.0,"19,250",-2036.0,FlightAware ADS-B (EHVB),Arrivals,GER1714,2025-03-24 19:37:57
62405,Mon 01:59:53 PM,51.5262,3.8806,↑ 356°,343.0,395.0,"18,100",-2442.0,FlightAware ADS-B (WOE / EHWO),Arrivals,GER1714,2025-03-24 19:37:57
62406,Mon 02:00:41 PM,51.6025,3.8728,↑ 357°,337.0,388.0,"16,075",-2481.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62407,Mon 02:01:11 PM,51.6471,3.8694,↑ 357°,333.0,383.0,"14,875",-2500.0,FlightAware ADS-B (UTC / EHSB),Arrivals,GER1714,2025-03-24 19:37:57
62408,Mon 02:01:41 PM,51.6953,3.8661,↑ 358°,330.0,380.0,"13,575",-2050.0,FlightAware ADS-B (EIN / EHEH),Arrivals,GER1714,2025-03-24 19:37:57
62409,Mon 02:02:11 PM,51.7385,3.864,↑ 358°,311.0,358.0,"12,825",-1050.0,FlightAware ADS-B (EIN / EHEH),Arrivals,GER1714,2025-03-24 19:37:57
62410,Mon 02:02:41 PM,51.782,3.8617,↑ 358°,284.0,327.0,"12,525",-906.0,FlightAware ADS-B (EDLG),Arrivals,GER1714,2025-03-24 19:37:57
62411,Mon 02:02:59 PM,51.8039,3.8678,↗ 25°,280.0,322.0,"12,100",-1257.0,FlightAware ADS-B (EBCF),Arrivals,GER1714,2025-03-24 19:37:57
62412,Mon 02:03:18 PM,51.8222,3.8948,↗ 56°,289.0,333.0,"11,750",-1017.0,FlightAware ADS-B (EBGB),Arrivals,GER1714,2025-03-24 19:37:57
62413,Mon 02:03:58 PM,51.8496,3.9668,↗ 59°,287.0,330.0,"11,100",-1000.0,FlightAware ADS-B (EHMZ),Arrivals,GER1714,2025-03-24 19:37:57
62414,Mon 02:04:15 PM,51.8617,3.9991,↗ 60°,287.0,330.0,"10,800",-1227.0,FlightAware ADS-B (RCS / EGTO),Arrivals,GER1714,2025-03-24 19:37:57
62415,Mon 02:04:31 PM,51.8702,4.0276,→ 67°,286.0,329.0,"10,425",-1565.0,FlightAware ADS-B (EHTE),Arrivals,GER1714,2025-03-24 19:37:57
62416,Mon 02:05:01 PM,51.8845,4.0898,→ 70°,280.0,322.0,"9,600",-1625.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62417,Mon 02:05:31 PM,51.8976,4.1472,→ 70°,277.0,319.0,"8,800",-1650.0,FlightAware ADS-B (EHVB),Arrivals,GER1714,2025-03-24 19:37:57
62418,Mon 02:06:01 PM,51.9109,4.2059,→ 70°,274.0,315.0,"7,950",-1650.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62419,Mon 02:06:31 PM,51.9235,4.2645,→ 71°,277.0,319.0,"7,150",-950.0,FlightAware ADS-B (EHVB),Arrivals,GER1714,2025-03-24 19:37:57
62420,Mon 02:07:01 PM,51.9357,4.3215,→ 71°,280.0,322.0,"7,000",-150.0,FlightAware ADS-B (EHDB),Arrivals,GER1714,2025-03-24 19:37:57
62421,Mon 02:07:31 PM,51.9483,4.3806,→ 71°,280.0,322.0,"7,000",-325.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62422,Mon 02:08:01 PM,51.9611,4.4412,→ 71°,275.0,316.0,"6,675",-1125.0,FlightAware ADS-B (EHVB),Arrivals,GER1714,2025-03-24 19:37:57
62423,Mon 02:08:27 PM,51.9724,4.4938,→ 71°,275.0,316.0,"5,950",-1602.0,FlightAware ADS-B (GLZ / EHGR),Arrivals,GER1714,2025-03-24 19:37:57
62424,Mon 02:08:45 PM,51.9788,4.5238,→ 71°,274.0,315.0,"5,500",-1250.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62425,Mon 02:09:09 PM,51.9885,4.5696,→ 71°,262.0,302.0,"5,075",-889.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62426,Mon 02:09:39 PM,51.9999,4.6239,→ 71°,247.0,284.0,"4,700",-694.0,FlightAware ADS-B (EBBL),Arrivals,GER1714,2025-03-24 19:37:57
62427,Mon 02:10:03 PM,52.0087,4.6659,→ 67°,234.0,269.0,"4,450",-638.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62428,Mon 02:10:19 PM,52.0203,4.6876,↗ 38°,222.0,255.0,"4,275",-600.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62429,Mon 02:10:38 PM,52.0369,4.7051,↗ 32°,220.0,253.0,"4,100",-474.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62430,Mon 02:10:57 PM,52.0543,4.7141,↑ 7°,216.0,249.0,"3,975",-313.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62431,Mon 02:11:26 PM,52.0823,4.7166,↑ 3°,196.0,226.0,"3,850",-178.0,FlightAware ADS-B (EHVB),Arrivals,GER1714,2025-03-24 19:37:57
62432,Mon 02:11:56 PM,52.108,4.7193,↑ 4°,191.0,220.0,"3,800",-525.0,FlightAware ADS-B (EHTE),Arrivals,GER1714,2025-03-24 19:37:57
62433,Mon 02:12:26 PM,52.135,4.7219,↑ 3°,193.0,222.0,"3,325",-1000.0,FlightAware ADS-B (LEY / EHLE),Arrivals,GER1714,2025-03-24 19:37:57
62434,Mon 02:12:56 PM,52.1614,4.7244,↑ 3°,192.0,221.0,"2,800",-1075.0,FlightAware ADS-B (NRN / EDLV),Arrivals,GER1714,2025-03-24 19:37:57
62435,Mon 02:13:26 PM,52.1877,4.7269,↑ 3°,174.0,200.0,"2,250",-975.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62436,Mon 02:13:56 PM,52.21,4.729,↑ 3°,163.0,188.0,"1,825",-875.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62437,Mon 02:14:26 PM,52.2317,4.7309,↑ 3°,147.0,169.0,"1,375",-878.0,FlightAware ADS-B (EHHV),Arrivals,GER1714,2025-03-24 19:37:57
62438,Mon 02:14:37 PM,52.2391,4.7316,↑ 4°,138.0,159.0,"1,225",-844.0,Surface and Near-Surface,Arrivals,GER1714,2025-03-24 19:37:57
62439,Mon 02:14:42 PM,52.2419,4.7319,↑ 4°,132.0,152.0,"1,150",-714.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62440,Mon 02:14:58 PM,52.2514,4.7327,↑ 4°,122.0,140.0,975,-656.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62441,Mon 02:15:14 PM,52.2604,4.7335,↑ 3°,119.0,137.0,800,-656.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62442,Mon 02:15:30 PM,52.2692,4.7343,↑ 2°,117.0,135.0,625,-656.0,FlightAware ADS-B (EHVB),Arrivals,GER1714,2025-03-24 19:37:57
62443,Mon 02:15:46 PM,52.2782,4.7352,↑ 3°,118.0,136.0,450,-656.0,FlightAware ADS-B (RTM / EHRD),Arrivals,GER1714,2025-03-24 19:37:57
62444,Mon 02:16:02 PM,52.2867,4.7359,↑ 3°,117.0,135.0,275,-656.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62445,Mon 02:16:18 PM,52.2946,4.7367,↑ 3°,118.0,136.0,100,-656.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62446,Mon 02:16:34 PM,52.3035,4.7375,↑ 3°,116.0,133.0,,-516.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
62447,Mon 02:16:50 PM,52.3122,4.7383,↑ 3°,108.0,124.0,,-375.0,FlightAware ADS-B (AMS / EHAM),Arrivals,GER1714,2025-03-24 19:37:57
63625,Mon 01:38:07 PM,50.1037,14.2326,← 246°,157.0,181.0,"1,825",,FlightAware ADS-B (LKLT),Arrivals,EZY7928,2025-03-24 19:57:51
63626,Mon 01:38:23 PM,50.0988,14.2151,← 246°,153.0,176.0,"2,625",2578.0,FlightAware ADS-B (LKBE),Arrivals,EZY7928,2025-03-24 19:57:51
63627,Mon 01:38:39 PM,50.0944,14.2002,← 246°,155.0,178.0,"3,200",2156.0,FlightAware ADS-B (LKKO),Arrivals,EZY7928,2025-03-24 19:57:51
63628,Mon 01:38:55 PM,50.0896,14.1839,↙ 245°,160.0,184.0,"3,775",2203.0,FlightAware ADS-B (PRG / LKPR),Arrivals,EZY7928,2025-03-24 19:57:51
63629,Mon 01:39:11 PM,50.0841,14.1662,↙ 244°,166.0,191.0,"4,375",1739.0,FlightAware ADS-B (PED / LKPD),Arrivals,EZY7928,2025-03-24 19:57:51
63630,Mon 01:39:39 PM,50.0744,14.1345,↙ 245°,197.0,227.0,"5,050",1372.0,FlightAware ADS-B (LKLN),Arrivals,EZY7928,2025-03-24 19:57:51
63631,Mon 01:39:58 PM,50.0664,14.1072,← 251°,223.0,257.0,"5,450",1703.0,FlightAware ADS-B (LKHD),Arrivals,EZY7928,2025-03-24 19:57:51
63632,Mon 01:40:16 PM,50.0668,14.0776,← 283°,238.0,274.0,"6,100",2375.0,FlightAware ADS-B (PRG / LKPR),Arrivals,EZY7928,2025-03-24 19:57:51
63633,Mon 01:40:46 PM,50.0748,14.027,← 283°,264.0,304.0,"7,350",2850.0,FlightAware ADS-B (LKKO),Arrivals,EZY7928,2025-03-24 19:57:51
63634,Mon 01:41:16 PM,50.0828,13.9693,← 282°,277.0,319.0,"8,950",2880.0,FlightAware ADS-B (LKSN),Arrivals,EZY7928,2025-03-24 19:57:51
63635,Mon 01:42:01 PM,50.0956,13.8775,← 282°,307.0,353.0,"10,950",2660.0,FlightAware ADS-B (LKTC),Arrivals,EZY7928,2025-03-24 19:57:51
63636,Mon 01:42:31 PM,50.105,13.8102,← 282°,322.0,371.0,"12,275",2825.0,FlightAware ADS-B (LKUL),Arrivals,EZY7928,2025-03-24 19:57:51
63637,Mon 01:43:01 PM,50.1143,13.7423,← 282°,328.0,377.0,"13,775",3025.0,FlightAware ADS-B (DRS / EDDC),Arrivals,EZY7928,2025-03-24 19:57:51
63638,Mon 01:43:31 PM,50.1236,13.6724,← 282°,333.0,383.0,"15,300",2900.0,FlightAware ADS-B (KLV / LKKV),Arrivals,EZY7928,2025-03-24 19:57:51
63639,Mon 01:44:01 PM,50.1331,13.6017,← 282°,339.0,390.0,"16,675",2650.0,FlightAware ADS-B (LKMH),Arrivals,EZY7928,2025-03-24 19:57:51
63640,Mon 01:44:31 PM,50.143,13.5288,← 282°,346.0,398.0,"17,950",2600.0,FlightAware ADS-B (NUE / EDDN),Arrivals,EZY7928,2025-03-24 19:57:51
63641,Mon 01:45:01 PM,50.1533,13.4521,← 282°,352.0,405.0,"19,275",2500.0,FlightAware ADS-B (EDAU),Arrivals,EZY7928,2025-03-24 19:57:51
63642,Mon 01:45:31 PM,50.1626,13.3824,← 282°,359.0,413.0,"20,450",2291.0,FlightAware ADS-B (DRS / EDDC),Arrivals,EZY7928,2025-03-24 19:57:51
63643,Mon 01:45:56 PM,50.1713,13.3177,← 282°,364.0,419.0,"21,375",2209.0,FlightAware ADS-B (LKHD),Arrivals,EZY7928,2025-03-24 19:57:51
63644,Mon 01:46:26 PM,50.1815,13.2396,← 282°,371.0,427.0,"22,475",2025.0,FlightAware ADS-B (DRS / EDDC),Arrivals,EZY7928,2025-03-24 19:57:51
63645,Mon 01:46:56 PM,50.1924,13.1569,← 282°,381.0,438.0,"23,400",1917.0,FlightAware ADS-B (KLV / LKKV),Arrivals,EZY7928,2025-03-24 19:57:51
63646,Mon 01:47:20 PM,50.2007,13.0933,← 282°,385.0,443.0,"24,200",1861.0,FlightAware ADS-B (LKCE),Arrivals,EZY7928,2025-03-24 19:57:51
63647,Mon 01:47:50 PM,50.2109,13.0145,← 281°,391.0,450.0,"25,075",1725.0,FlightAware ADS-B (LKRA),Arrivals,EZY7928,2025-03-24 19:57:51
63648,Mon 01:48:20 PM,50.2218,12.9312,← 282°,398.0,458.0,"25,925",1750.0,FlightAware ADS-B (EDAQ),Arrivals,EZY7928,2025-03-24 19:57:51
63649,Mon 01:48:50 PM,50.2329,12.8444,← 281°,406.0,467.0,"26,825",1625.0,FlightAware ADS-B (PRG / LKPR),Arrivals,EZY7928,2025-03-24 19:57:51
63650,Mon 01:49:20 PM,50.2441,12.757,← 281°,413.0,475.0,"27,550",1650.0,FlightAware ADS-B (LKPL),Arrivals,EZY7928,2025-03-24 19:57:51
63651,Mon 01:49:50 PM,50.2555,12.6668,← 281°,416.0,479.0,"28,475",1550.0,FlightAware ADS-B (EDPD),Arrivals,EZY7928,2025-03-24 19:57:51
63652,Mon 01:50:20 PM,50.2663,12.5814,← 281°,423.0,487.0,"29,100",1275.0,FlightAware ADS-B (LKPL),Arrivals,EZY7928,2025-03-24 19:57:51
63653,Mon 01:50:50 PM,50.2778,12.4897,← 281°,430.0,495.0,"29,750",1019.0,FlightAware ADS-B (LKJI),Arrivals,EZY7928,2025-03-24 19:57:51
63654,Mon 01:51:13 PM,50.2878,12.4198,← 285°,429.0,494.0,"30,000",385.0,FlightAware ADS-B (FRA / EDDF),Arrivals,EZY7928,2025-03-24 19:57:51
63655,Mon 01:51:29 PM,50.2965,12.3749,← 289°,426.0,490.0,"30,000",,FlightAware ADS-B (EDQX),Arrivals,EZY7928,2025-03-24 19:57:51
63656,Mon 01:51:54 PM,50.3159,12.298,← 294°,428.0,493.0,"30,000",575.0,FlightAware ADS-B (ERF / EDDE),Arrivals,EZY7928,2025-03-24 19:57:51
63657,Mon 01:52:29 PM,50.3441,12.2032,← 295°,431.0,496.0,"30,575",1047.0,FlightAware ADS-B (LKVO),Arrivals,EZY7928,2025-03-24 19:57:51
63658,Mon 01:52:47 PM,50.3602,12.1498,← 296°,435.0,501.0,"30,925",1313.0,FlightAware ADS-B (DRS / EDDC),Arrivals,EZY7928,2025-03-24 19:57:51
63659,Mon 01:53:17 PM,50.3873,12.067,← 297°,436.0,502.0,"31,625",1560.0,FlightAware ADS-B (EDQW),Arrivals,EZY7928,2025-03-24 19:57:51
63660,Mon 01:53:37 PM,50.4049,12.0146,← 299°,433.0,498.0,"32,225",1714.0,FlightAware ADS-B (EDMQ),Arrivals,EZY7928,2025-03-24 19:57:51
63661,Mon 01:54:20 PM,50.4498,11.9027,← 303°,428.0,493.0,"33,425",1701.0,FlightAware ADS-B (EDAD),Arrivals,EZY7928,2025-03-24 19:57:51
63662,Mon 01:54:59 PM,50.4922,11.7979,← 302°,424.0,488.0,"34,550",1379.0,FlightAware ADS-B (LKMH),Arrivals,EZY7928,2025-03-24 19:57:51
63663,Mon 01:55:22 PM,50.5157,11.7384,← 302°,430.0,495.0,"34,850",1075.0,FlightAware ADS-B (LKNM),Arrivals,EZY7928,2025-03-24 19:57:51
63664,Mon 01:55:52 PM,50.5467,11.6586,← 302°,429.0,494.0,"35,500",1150.0,FlightAware ADS-B (EDOQ),Arrivals,EZY7928,2025-03-24 19:57:51
63665,Mon 01:56:22 PM,50.5775,11.5797,← 302°,431.0,496.0,"36,000",941.0,FlightAware ADS-B (MUC / EDDM),Arrivals,EZY7928,2025-03-24 19:57:51
63666,Mon 01:56:43 PM,50.5986,11.5256,← 302°,433.0,498.0,"36,300",1353.0,FlightAware ADS-B (LKRK),Arrivals,EZY7928,2025-03-24 19:57:51
63667,Mon 01:57:13 PM,50.6295,11.446,← 301°,425.0,489.0,"37,150",1275.0,FlightAware ADS-B (LKMH),Arrivals,EZY7928,2025-03-24 19:57:51
63668,Mon 01:57:43 PM,50.6607,11.3648,← 301°,426.0,490.0,"37,575",800.0,FlightAware ADS-B (EDOY),Arrivals,EZY7928,2025-03-24 19:57:51
63669,Mon 01:58:13 PM,50.6909,11.2865,← 301°,423.0,487.0,"37,950",450.0,FlightAware ADS-B (HAJ / EDDV),Arrivals,EZY7928,2025-03-24 19:57:51
63670,Mon 01:58:43 PM,50.7207,11.209,← 301°,419.0,482.0,"38,025",50.0,FlightAware ADS-B (XFW / EDHI),Arrivals,EZY7928,2025-03-24 19:57:51
63671,Mon 01:59:13 PM,50.7516,11.1282,← 301°,421.0,484.0,"38,000",-25.0,FlightAware ADS-B (XFW / EDHI),Arrivals,EZY7928,2025-03-24 19:57:51
63672,Mon 01:59:43 PM,50.7824,11.0476,← 301°,426.0,490.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,EZY7928,2025-03-24 19:57:51
63673,Mon 02:00:13 PM,50.8126,10.9685,← 301°,429.0,494.0,"38,000",25.0,FlightAware ADS-B (BER / EDDB),Arrivals,EZY7928,2025-03-24 19:57:51
63674,Mon 02:00:43 PM,50.8429,10.8882,← 301°,432.0,497.0,"38,025",50.0,FlightAware ADS-B (LKPS),Arrivals,EZY7928,2025-03-24 19:57:51
63675,Mon 02:01:13 PM,50.8735,10.807,← 301°,434.0,499.0,"38,050",-25.0,FlightAware ADS-B (EDQL),Arrivals,EZY7928,2025-03-24 19:57:51
63676,Mon 02:01:43 PM,50.9044,10.7249,← 301°,432.0,497.0,"38,000",-25.0,FlightAware ADS-B (EDEP),Arrivals,EZY7928,2025-03-24 19:57:51
63677,Mon 02:02:13 PM,50.9346,10.6447,← 301°,422.0,486.0,"38,025",,FlightAware ADS-B (EDOY),Arrivals,EZY7928,2025-03-24 19:57:51
63678,Mon 02:02:43 PM,50.9643,10.5651,← 301°,426.0,490.0,"38,000",-25.0,FlightAware ADS-B (ENS / EHTW),Arrivals,EZY7928,2025-03-24 19:57:51
63679,Mon 02:03:13 PM,50.9945,10.4844,← 301°,426.0,490.0,"38,000",,FlightAware ADS-B (FRA / EDDF),Arrivals,EZY7928,2025-03-24 19:57:51
63680,Mon 02:03:43 PM,51.0251,10.4022,← 301°,426.0,490.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,EZY7928,2025-03-24 19:57:51
63681,Mon 02:04:13 PM,51.0529,10.3272,← 300°,425.0,489.0,"38,000",,FlightAware ADS-B (EDGR),Arrivals,EZY7928,2025-03-24 19:57:51
63682,Mon 02:04:43 PM,51.0836,10.2436,← 301°,422.0,486.0,"38,000",-31.0,FlightAware ADS-B (HAJ / EDDV),Arrivals,EZY7928,2025-03-24 19:57:51
63683,Mon 02:05:02 PM,51.1024,10.1933,← 301°,422.0,486.0,"37,975",-38.0,FlightAware ADS-B (BER / EDDB),Arrivals,EZY7928,2025-03-24 19:57:51
63684,Mon 02:05:22 PM,51.1219,10.1409,← 301°,422.0,486.0,"37,975",-30.0,FlightAware ADS-B (EDEP),Arrivals,EZY7928,2025-03-24 19:57:51
63685,Mon 02:05:52 PM,51.153,10.0564,← 300°,423.0,487.0,"37,950",,FlightAware ADS-B (EDAV),Arrivals,EZY7928,2025-03-24 19:57:51
63686,Mon 02:06:22 PM,51.1817,9.9781,← 300°,424.0,488.0,"37,975",25.0,FlightAware ADS-B (KSF / EDVK),Arrivals,EZY7928,2025-03-24 19:57:51
63687,Mon 02:06:52 PM,51.2107,9.8982,← 300°,425.0,489.0,"37,975",,FlightAware ADS-B (EDRK),Arrivals,EZY7928,2025-03-24 19:57:51
63688,Mon 02:07:22 PM,51.241,9.8147,← 300°,427.0,491.0,"37,975",,FlightAware ADS-B (EDVL),Arrivals,EZY7928,2025-03-24 19:57:51
63689,Mon 02:07:52 PM,51.2693,9.7363,← 300°,428.0,493.0,"37,975",25.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,EZY7928,2025-03-24 19:57:51
63690,Mon 02:08:22 PM,51.2991,9.6542,← 300°,430.0,495.0,"38,000",50.0,FlightAware ADS-B (EDFZ),Arrivals,EZY7928,2025-03-24 19:57:51
63691,Mon 02:08:52 PM,51.3291,9.5712,← 300°,431.0,496.0,"38,025",50.0,FlightAware ADS-B (EDLS),Arrivals,EZY7928,2025-03-24 19:57:51
63692,Mon 02:09:22 PM,51.3599,9.4853,← 300°,432.0,497.0,"38,050",25.0,FlightAware ADS-B (LBC / EDHL),Arrivals,EZY7928,2025-03-24 19:57:51
63693,Mon 02:09:52 PM,51.3883,9.4056,← 300°,432.0,497.0,"38,050",-50.0,FlightAware ADS-B (BWE / EDVE),Arrivals,EZY7928,2025-03-24 19:57:51
63694,Mon 02:10:22 PM,51.4183,9.3222,← 300°,433.0,498.0,"38,000",-56.0,FlightAware ADS-B (EDLA),Arrivals,EZY7928,2025-03-24 19:57:51
63695,Mon 02:10:46 PM,51.4428,9.2532,← 299°,434.0,499.0,"38,000",,FlightAware ADS-B (KEL / EDHK),Arrivals,EZY7928,2025-03-24 19:57:51
63696,Mon 02:11:16 PM,51.4721,9.17,← 300°,434.0,499.0,"38,000",25.0,FlightAware ADS-B (ENS / EHTW),Arrivals,EZY7928,2025-03-24 19:57:51
63697,Mon 02:11:46 PM,51.5008,9.0883,← 299°,434.0,499.0,"38,025",31.0,FlightAware ADS-B (EDLG),Arrivals,EZY7928,2025-03-24 19:57:51
63698,Mon 02:12:05 PM,51.5196,9.0352,↙ 224°,651.0,749.0,"38,025",-29.0,FlightAware ADS-B (EHDB),Arrivals,EZY7928,2025-03-24 19:57:51
63699,Mon 02:12:38 PM,51.5519,8.9443,← 300°,434.0,499.0,"38,000",-24.0,FlightAware ADS-B (ETWM),Arrivals,EZY7928,2025-03-24 19:57:51
63700,Mon 02:13:08 PM,51.5826,8.8573,← 299°,433.0,498.0,"38,000",,FlightAware ADS-B (KSF / EDVK),Arrivals,EZY7928,2025-03-24 19:57:51
63701,Mon 02:13:38 PM,51.6108,8.776,← 299°,433.0,498.0,"38,000",,FlightAware ADS-B (EDLA),Arrivals,EZY7928,2025-03-24 19:57:51
63702,Mon 02:14:08 PM,51.6404,8.6908,← 299°,433.0,498.0,"38,000",-25.0,FlightAware ADS-B,Arrivals,EZY7928,2025-03-24 19:57:51
63703,Mon 02:14:38 PM,51.6693,8.6072,← 299°,434.0,499.0,"37,975",-23.0,FlightAware ADS-B (EDLS),Arrivals,EZY7928,2025-03-24 19:57:51
63704,Mon 02:15:14 PM,51.7056,8.5088,← 305°,430.0,495.0,"37,975",,FlightAware ADS-B (EIN / EHEH),Arrivals,EZY7928,2025-03-24 19:57:51
63705,Mon 02:15:32 PM,51.7286,8.4585,← 307°,430.0,495.0,"37,975",37.0,FlightAware ADS-B (EDLS),Arrivals,EZY7928,2025-03-24 19:57:51
63706,Mon 02:15:55 PM,51.755,8.4008,← 306°,430.0,495.0,"38,000",63.0,FlightAware ADS-B (CGN / EDDK),Arrivals,EZY7928,2025-03-24 19:57:51
63707,Mon 02:16:20 PM,51.7856,8.3326,← 307°,431.0,496.0,"38,025",,FlightAware ADS-B (DUS / EDDL),Arrivals,EZY7928,2025-03-24 19:57:51
63708,Mon 02:16:50 PM,51.8185,8.258,← 305°,431.0,496.0,"38,000",-350.0,FlightAware ADS-B (EDKU),Arrivals,EZY7928,2025-03-24 19:57:51
63709,Mon 02:17:20 PM,51.8516,8.1811,← 305°,431.0,496.0,"37,675",-1020.0,FlightAware ADS-B (EDFY),Arrivals,EZY7928,2025-03-24 19:57:51
63710,Mon 02:17:40 PM,51.8757,8.1225,← 300°,428.0,493.0,"37,150",-1378.0,FlightAware ADS-B (CGN / EDDK),Arrivals,EZY7928,2025-03-24 19:57:51
63711,Mon 02:18:09 PM,51.8995,8.0454,← 296°,416.0,479.0,"36,550",-3051.0,FlightAware ADS-B (DTM / EDLW),Arrivals,EZY7928,2025-03-24 19:57:51
