,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
19237,Mon 08:02:01 AM,48.6166,3.2622,↑ 351°,435.0,501.0,"40,000",,FlightAware ADS-B (LFSW),Arrivals,KLM1466,2025-03-24 14:11:45
19238,Mon 08:02:31 AM,48.6742,3.2486,↑ 351°,432.0,497.0,"40,000",,FlightAware ADS-B (LFPP),Arrivals,KLM1466,2025-03-24 14:11:45
19239,Mon 08:03:01 AM,48.7353,3.2341,↑ 351°,429.0,494.0,"40,000",,FlightAware ADS-B (BRU / EBBR),Arrivals,KLM1466,2025-03-24 14:11:45
19240,Mon 08:03:31 AM,48.7933,3.2203,↑ 351°,429.0,494.0,"40,000",,FlightAware ADS-B (LFQR),Arrivals,KLM1466,2025-03-24 14:11:45
19241,Mon 08:04:01 AM,48.8503,3.2067,↑ 351°,428.0,493.0,"40,000",,FlightAware ADS-B (LEH / LFOH),Arrivals,KLM1466,2025-03-24 14:11:45
19242,Mon 08:04:31 AM,48.9104,3.1922,↑ 351°,428.0,493.0,"40,000",,FlightAware ADS-B (TNF / LFPN),Arrivals,KLM1466,2025-03-24 14:11:45
19243,Mon 08:05:01 AM,48.9672,3.1786,↑ 351°,427.0,491.0,"40,000",,FlightAware ADS-B (LFPL),Arrivals,KLM1466,2025-03-24 14:11:45
19244,Mon 08:05:31 AM,49.029,3.1637,↑ 351°,425.0,489.0,"40,000",,FlightAware ADS-B (EBGB),Arrivals,KLM1466,2025-03-24 14:11:45
19245,Mon 08:06:01 AM,49.0864,3.1498,↑ 351°,424.0,488.0,"40,000",,FlightAware ADS-B (LFOR),Arrivals,KLM1466,2025-03-24 14:11:45
19246,Mon 08:06:21 AM,49.1234,3.141,↑ 351°,423.0,487.0,"40,000",,FlightAware ADS-B (LFOW),Arrivals,KLM1466,2025-03-24 14:11:45
19247,Mon 08:06:51 AM,49.181,3.1271,↑ 351°,422.0,486.0,"40,000",,FlightAware ADS-B (FKB / EDSB),Arrivals,KLM1466,2025-03-24 14:11:45
19248,Mon 08:07:21 AM,49.2398,3.1129,↑ 351°,421.0,484.0,"40,000",,FlightAware ADS-B (FKB / EDSB),Arrivals,KLM1466,2025-03-24 14:11:45
19249,Mon 08:07:50 AM,49.2959,3.0994,↑ 351°,422.0,486.0,"40,000",,FlightAware ADS-B (FKB / EDSB),Arrivals,KLM1466,2025-03-24 14:11:45
19250,Mon 08:08:21 AM,49.3526,3.0856,↑ 351°,424.0,488.0,"40,000",,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19251,Mon 08:08:51 AM,49.4131,3.0707,↑ 351°,423.0,487.0,"40,000",,FlightAware ADS-B (LFPZ),Arrivals,KLM1466,2025-03-24 14:11:45
19252,Mon 08:09:21 AM,49.4694,3.0571,↑ 351°,422.0,486.0,"40,000",,FlightAware ADS-B (EBGB),Arrivals,KLM1466,2025-03-24 14:11:45
19253,Mon 08:09:51 AM,49.5279,3.0428,↑ 351°,420.0,483.0,"40,000",,FlightAware ADS-B (KJK / EBKT),Arrivals,KLM1466,2025-03-24 14:11:45
19254,Mon 08:10:21 AM,49.5861,3.0284,↑ 351°,418.0,481.0,"40,000",,FlightAware ADS-B (JER / EGJJ),Arrivals,KLM1466,2025-03-24 14:11:45
19255,Mon 08:10:51 AM,49.6407,3.0149,↑ 351°,416.0,479.0,"40,000",,FlightAware ADS-B (SPM / ETAD),Arrivals,KLM1466,2025-03-24 14:11:45
19256,Mon 08:11:21 AM,49.6993,3.0005,↑ 351°,414.0,476.0,"40,000",-250.0,FlightAware ADS-B (SPM / ETAD),Arrivals,KLM1466,2025-03-24 14:11:45
19257,Mon 08:11:57 AM,49.7675,2.9835,↑ 351°,413.0,475.0,"39,725",-682.0,FlightAware ADS-B (TNF / LFPN),Arrivals,KLM1466,2025-03-24 14:11:45
19258,Mon 08:12:27 AM,49.822,2.97,↑ 351°,412.0,474.0,"39,250",-950.0,FlightAware ADS-B (ORY / LFPO),Arrivals,KLM1466,2025-03-24 14:11:45
19259,Mon 08:12:57 AM,49.8789,2.956,↑ 351°,416.0,479.0,"38,775",-925.0,FlightAware ADS-B (BRU / EBBR),Arrivals,KLM1466,2025-03-24 14:11:45
19260,Mon 08:13:27 AM,49.9346,2.9417,↑ 351°,418.0,481.0,"38,325",-900.0,FlightAware ADS-B (EBLE),Arrivals,KLM1466,2025-03-24 14:11:45
19261,Mon 08:13:47 AM,49.9731,2.9331,↑ 356°,418.0,481.0,"38,025",-942.0,FlightAware ADS-B (BRU / EBBR),Arrivals,KLM1466,2025-03-24 14:11:45
19262,Mon 08:14:10 AM,50.02,2.9394,↑ 12°,415.0,478.0,"37,650",-992.0,FlightAware ADS-B (GLZ / EHGR),Arrivals,KLM1466,2025-03-24 14:11:45
19263,Mon 08:14:46 AM,50.0827,2.9735,↑ 20°,404.0,465.0,"37,050",-1023.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19264,Mon 08:15:16 AM,50.1348,3.0032,↑ 20°,400.0,460.0,"36,525",-1100.0,FlightAware ADS-B (EGHR),Arrivals,KLM1466,2025-03-24 14:11:45
19265,Mon 08:15:46 AM,50.1861,3.033,↑ 21°,388.0,447.0,"35,950",-1375.0,FlightAware ADS-B (EBBL),Arrivals,KLM1466,2025-03-24 14:11:45
19266,Mon 08:16:16 AM,50.2376,3.0633,↑ 21°,385.0,443.0,"35,150",-1550.0,FlightAware ADS-B (LIL / LFQQ),Arrivals,KLM1466,2025-03-24 14:11:45
19267,Mon 08:16:46 AM,50.286,3.0913,↑ 20°,374.0,430.0,"34,400",-1500.0,FlightAware ADS-B (EBDT),Arrivals,KLM1466,2025-03-24 14:11:45
19268,Mon 08:17:16 AM,50.3336,3.1191,↑ 21°,366.0,421.0,"33,650",-1550.0,FlightAware ADS-B (RCS / EGTO),Arrivals,KLM1466,2025-03-24 14:11:45
19269,Mon 08:17:46 AM,50.383,3.1479,↑ 21°,363.0,418.0,"32,850",-1550.0,FlightAware ADS-B (LIL / LFQQ),Arrivals,KLM1466,2025-03-24 14:11:45
19270,Mon 08:18:16 AM,50.4268,3.1736,↑ 21°,356.0,410.0,"32,100",-1450.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19271,Mon 08:18:46 AM,50.4733,3.2011,↑ 21°,349.0,402.0,"31,400",-1425.0,FlightAware ADS-B (LHR / EGLL),Arrivals,KLM1466,2025-03-24 14:11:45
19272,Mon 08:19:16 AM,50.5174,3.2273,↑ 21°,349.0,402.0,"30,675",-1500.0,FlightAware ADS-B (BRU / EBBR),Arrivals,KLM1466,2025-03-24 14:11:45
19273,Mon 08:19:46 AM,50.5635,3.2542,↑ 21°,351.0,404.0,"29,900",-1550.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19274,Mon 08:20:16 AM,50.6104,3.2817,↑ 21°,344.0,396.0,"29,125",-1525.0,FlightAware ADS-B (EDKL),Arrivals,KLM1466,2025-03-24 14:11:45
19275,Mon 08:20:46 AM,50.6535,3.3073,↑ 21°,342.0,394.0,"28,375",-1500.0,FlightAware ADS-B (EBFN),Arrivals,KLM1466,2025-03-24 14:11:45
19276,Mon 08:21:16 AM,50.6985,3.3341,↑ 21°,341.0,392.0,"27,625",-1475.0,FlightAware ADS-B (EBUL),Arrivals,KLM1466,2025-03-24 14:11:45
19277,Mon 08:21:46 AM,50.7418,3.36,↑ 21°,337.0,388.0,"26,900",-1472.0,FlightAware ADS-B (EBBE),Arrivals,KLM1466,2025-03-24 14:11:45
19278,Mon 08:22:09 AM,50.7749,3.3796,↑ 21°,335.0,386.0,"26,325",-1472.0,FlightAware ADS-B (LFOW),Arrivals,KLM1466,2025-03-24 14:11:45
19279,Mon 08:22:39 AM,50.8172,3.4048,↑ 21°,330.0,380.0,"25,600",-1500.0,FlightAware ADS-B (EGML),Arrivals,KLM1466,2025-03-24 14:11:45
19280,Mon 08:23:06 AM,50.8547,3.4273,↑ 21°,325.0,374.0,"24,900",-1289.0,FlightAware ADS-B (EBGB),Arrivals,KLM1466,2025-03-24 14:11:45
19281,Mon 08:23:36 AM,50.8975,3.4528,↑ 21°,325.0,374.0,"24,375",-975.0,FlightAware ADS-B (LUX / ELLX),Arrivals,KLM1466,2025-03-24 14:11:45
19282,Mon 08:24:06 AM,50.9417,3.4795,↑ 21°,325.0,374.0,"23,925",-850.0,FlightAware ADS-B (EBFN),Arrivals,KLM1466,2025-03-24 14:11:45
19283,Mon 08:24:36 AM,50.9833,3.5046,↑ 21°,323.0,372.0,"23,525",-783.0,FlightAware ADS-B (EGSJ),Arrivals,KLM1466,2025-03-24 14:11:45
19284,Mon 08:24:52 AM,51.0043,3.5172,↑ 21°,323.0,372.0,"23,325",-773.0,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1466,2025-03-24 14:11:45
19285,Mon 08:25:09 AM,51.0287,3.5319,↑ 21°,320.0,368.0,"23,100",-800.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19286,Mon 08:25:37 AM,51.0682,3.556,↗ 22°,318.0,366.0,"22,725",-778.0,FlightAware ADS-B (BRU / EBBR),Arrivals,KLM1466,2025-03-24 14:11:45
19287,Mon 08:26:03 AM,51.1017,3.5789,↗ 24°,316.0,364.0,"22,400",-804.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19288,Mon 08:26:33 AM,51.1414,3.6063,↗ 23°,312.0,359.0,"21,975",-800.0,FlightAware ADS-B (KJK / EBKT),Arrivals,KLM1466,2025-03-24 14:11:45
19289,Mon 08:27:03 AM,51.1815,3.6331,↗ 23°,311.0,358.0,"21,600",-800.0,FlightAware ADS-B (EBNM),Arrivals,KLM1466,2025-03-24 14:11:45
19290,Mon 08:27:33 AM,51.222,3.66,↗ 23°,309.0,356.0,"21,175",-800.0,FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1466,2025-03-24 14:11:45
19291,Mon 08:28:03 AM,51.2605,3.686,↗ 23°,308.0,354.0,"20,800",-771.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19292,Mon 08:28:43 AM,51.3129,3.7212,↗ 23°,310.0,357.0,"20,275",-784.0,FlightAware ADS-B (EHMZ),Arrivals,KLM1466,2025-03-24 14:11:45
19293,Mon 08:29:10 AM,51.3468,3.7443,↗ 23°,308.0,354.0,"19,925",-798.0,FlightAware ADS-B (EBUL),Arrivals,KLM1466,2025-03-24 14:11:45
19294,Mon 08:29:45 AM,51.3939,3.7763,↗ 23°,306.0,352.0,"19,450",-775.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19295,Mon 08:30:10 AM,51.4255,3.7977,↗ 23°,304.0,350.0,"19,150",-783.0,FlightAware ADS-B (WOE / EHWO),Arrivals,KLM1466,2025-03-24 14:11:45
19296,Mon 08:30:31 AM,51.454,3.817,↗ 23°,304.0,350.0,"18,850",-818.0,FlightAware ADS-B (GKE / ETNG),Arrivals,KLM1466,2025-03-24 14:11:45
19297,Mon 08:31:05 AM,51.4977,3.8466,↗ 23°,304.0,350.0,"18,400",-867.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19298,Mon 08:31:35 AM,51.5366,3.8732,↗ 23°,302.0,348.0,"17,925",-1324.0,FlightAware ADS-B (EHBD),Arrivals,KLM1466,2025-03-24 14:11:45
19299,Mon 08:31:56 AM,51.564,3.8921,↗ 23°,300.0,345.0,"17,275",-1688.0,FlightAware ADS-B (EBBL),Arrivals,KLM1466,2025-03-24 14:11:45
19300,Mon 08:32:23 AM,51.5975,3.915,↗ 23°,299.0,344.0,"16,575",-1553.0,FlightAware ADS-B (QCY / EGXC),Arrivals,KLM1466,2025-03-24 14:11:45
19301,Mon 08:32:53 AM,51.6351,3.9406,↗ 23°,296.0,341.0,"15,800",-1650.0,FlightAware ADS-B (EHVB),Arrivals,KLM1466,2025-03-24 14:11:45
19302,Mon 08:33:23 AM,51.6733,3.967,↗ 23°,295.0,339.0,"14,925",-1700.0,FlightAware ADS-B (EHVB),Arrivals,KLM1466,2025-03-24 14:11:45
19303,Mon 08:33:53 AM,51.71,3.9923,↗ 23°,295.0,339.0,"14,100",-1600.0,FlightAware ADS-B (GLZ / EHGR),Arrivals,KLM1466,2025-03-24 14:11:45
19304,Mon 08:34:23 AM,51.7472,4.0179,↗ 23°,292.0,336.0,"13,325",-1575.0,FlightAware ADS-B (GLZ / EHGR),Arrivals,KLM1466,2025-03-24 14:11:45
19305,Mon 08:34:53 AM,51.7848,4.0439,↗ 23°,291.0,335.0,"12,525",-1525.0,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1466,2025-03-24 14:11:45
19306,Mon 08:35:23 AM,51.8212,4.0689,↗ 23°,289.0,333.0,"11,800",-1475.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19307,Mon 08:35:53 AM,51.8588,4.0952,↗ 23°,284.0,327.0,"11,050",-1500.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19308,Mon 08:36:23 AM,51.894,4.1196,↗ 23°,281.0,323.0,"10,300",-1439.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19309,Mon 08:36:42 AM,51.9164,4.1395,↗ 34°,278.0,320.0,"9,875",-1316.0,FlightAware ADS-B (OST / EBOS),Arrivals,KLM1466,2025-03-24 14:11:45
19310,Mon 08:37:12 AM,51.9436,4.1782,↗ 46°,274.0,315.0,"9,225",-1402.0,FlightAware ADS-B (DHR / EHKD),Arrivals,KLM1466,2025-03-24 14:11:45
19311,Mon 08:37:28 AM,51.9548,4.2089,→ 68°,273.0,314.0,"8,800",-1607.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19312,Mon 08:37:54 AM,51.962,4.2585,→ 78°,275.0,316.0,"8,100",-1528.0,FlightAware ADS-B (WOE / EHWO),Arrivals,KLM1466,2025-03-24 14:11:45
19313,Mon 08:38:22 AM,51.9697,4.3153,→ 77°,274.0,315.0,"7,425",-1382.0,FlightAware ADS-B (OST / EBOS),Arrivals,KLM1466,2025-03-24 14:11:45
19314,Mon 08:38:45 AM,51.9763,4.362,→ 77°,272.0,313.0,"6,925",-934.0,FlightAware ADS-B (WOE / EHWO),Arrivals,KLM1466,2025-03-24 14:11:45
19315,Mon 08:39:15 AM,51.9839,4.4185,→ 78°,257.0,296.0,"6,600",-582.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19316,Mon 08:39:34 AM,51.9886,4.4539,→ 78°,247.0,284.0,"6,450",-673.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19317,Mon 08:40:04 AM,51.9957,4.5057,→ 78°,240.0,276.0,"6,050",-913.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19318,Mon 08:40:20 AM,52.0002,4.537,→ 75°,239.0,275.0,"5,750",-1114.0,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1466,2025-03-24 14:11:45
19319,Mon 08:40:39 AM,52.0102,4.5632,↗ 52°,238.0,274.0,"5,400",-1176.0,FlightAware ADS-B (EHHV),Arrivals,KLM1466,2025-03-24 14:11:45
19320,Mon 08:40:57 AM,52.0224,4.5885,↗ 52°,239.0,275.0,"5,025",-844.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19321,Mon 08:41:27 AM,52.0428,4.6309,↗ 52°,228.0,262.0,"4,725",-543.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19322,Mon 08:41:44 AM,52.0545,4.6545,↗ 49°,221.0,254.0,"4,600",-514.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19323,Mon 08:42:02 AM,52.0684,4.6709,↗ 33°,211.0,243.0,"4,425",-522.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19324,Mon 08:42:30 AM,52.09,4.6945,↗ 34°,195.0,224.0,"4,200",-706.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19325,Mon 08:42:53 AM,52.1074,4.7134,↗ 31°,194.0,223.0,"3,825",-885.0,FlightAware ADS-B (DHR / EHKD),Arrivals,KLM1466,2025-03-24 14:11:45
19326,Mon 08:43:09 AM,52.1197,4.7204,↑ 7°,186.0,214.0,"3,625",-837.0,FlightAware ADS-B (EHSC),Arrivals,KLM1466,2025-03-24 14:11:45
19327,Mon 08:43:36 AM,52.1428,4.7227,↑ 4°,181.0,208.0,"3,225",-947.0,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1466,2025-03-24 14:11:45
19328,Mon 08:44:06 AM,52.1683,4.7255,↑ 3°,178.0,205.0,"2,725",-1025.0,FlightAware ADS-B (DHR / EHKD),Arrivals,KLM1466,2025-03-24 14:11:45
19329,Mon 08:44:36 AM,52.1915,4.7275,↑ 3°,168.0,193.0,"2,200",-975.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19330,Mon 08:45:06 AM,52.2143,4.7292,↑ 3°,157.0,181.0,"1,750",-850.0,FlightAware ADS-B (EHVB),Arrivals,KLM1466,2025-03-24 14:11:45
19331,Mon 08:45:36 AM,52.2353,4.7312,↑ 3°,154.0,177.0,"1,350",-814.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1466,2025-03-24 14:11:45
19332,Mon 08:45:41 AM,52.2391,4.7316,↑ 4°,154.0,177.0,"1,275",-938.0,Surface and Near-Surface,Arrivals,KLM1466,2025-03-24 14:11:45
19333,Mon 08:45:52 AM,52.2476,4.7324,↑ 4°,146.0,168.0,"1,100",-778.0,FlightAware ADS-B (EHHV),Arrivals,KLM1466,2025-03-24 14:11:45
19334,Mon 08:46:08 AM,52.2577,4.7333,↑ 3°,137.0,158.0,925,-750.0,FlightAware ADS-B (EHHV),Arrivals,KLM1466,2025-03-24 14:11:45
19335,Mon 08:46:24 AM,52.2682,4.7343,↑ 3°,137.0,158.0,700,-797.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19336,Mon 08:46:40 AM,52.2775,4.735,↑ 3°,141.0,162.0,500,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19337,Mon 08:46:56 AM,52.2879,4.736,↑ 3°,141.0,162.0,300,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19338,Mon 08:47:12 AM,52.2987,4.737,↑ 3°,139.0,160.0,100,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1466,2025-03-24 14:11:45
19339,Mon 08:47:28 AM,52.3083,4.738,↑ 3°,134.0,154.0,,-422.0,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1466,2025-03-24 14:11:45
19340,Mon 08:47:44 AM,52.3176,4.7388,↑ 3°,101.0,116.0,,-94.0,FlightAware ADS-B (EHVB),Arrivals,KLM1466,2025-03-24 14:11:45
19874,Mon 08:00:09 AM,50.0359,8.5489,← 249°,154.0,177.0,925,,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19875,Mon 08:00:25 AM,50.0321,8.5328,← 250°,155.0,178.0,"1,525",1875.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19876,Mon 08:00:41 AM,50.0282,8.5156,← 251°,174.0,200.0,"1,925",1594.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19877,Mon 08:00:57 AM,50.021,8.4958,↙ 233°,191.0,220.0,"2,375",1781.0,FlightAware ADS-B (QEF / EDFE),Arrivals,DLH992,2025-03-24 14:11:45
19878,Mon 08:01:13 AM,50.009,8.4825,↙ 206°,210.0,242.0,"2,875",2203.0,FlightAware ADS-B (ETOU),Arrivals,DLH992,2025-03-24 14:11:45
19879,Mon 08:01:29 AM,49.993,8.4775,↓ 188°,217.0,250.0,"3,550",2672.0,FlightAware ADS-B (EDGP),Arrivals,DLH992,2025-03-24 14:11:45
19880,Mon 08:01:45 AM,49.9785,8.4746,↓ 187°,216.0,249.0,"4,300",3257.0,FlightAware ADS-B (EDGL),Arrivals,DLH992,2025-03-24 14:11:45
19881,Mon 08:02:04 AM,49.958,8.4697,↓ 193°,214.0,246.0,"5,450",2625.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19882,Mon 08:02:29 AM,49.9336,8.4582,↓ 197°,235.0,270.0,"6,225",2233.0,FlightAware ADS-B (QEF / EDFE),Arrivals,DLH992,2025-03-24 14:11:45
19883,Mon 08:02:47 AM,49.9182,8.4437,↙ 221°,238.0,274.0,"7,050",2559.0,FlightAware ADS-B (QEF / EDFE),Arrivals,DLH992,2025-03-24 14:11:45
19884,Mon 08:03:03 AM,49.9084,8.4216,← 250°,250.0,288.0,"7,675",2691.0,FlightAware ADS-B (QEF / EDFE),Arrivals,DLH992,2025-03-24 14:11:45
19885,Mon 08:03:21 AM,49.9077,8.3896,← 285°,252.0,290.0,"8,575",2917.0,FlightAware ADS-B (MHG / EDFM),Arrivals,DLH992,2025-03-24 14:11:45
19886,Mon 08:03:39 AM,49.9192,8.3636,↖ 319°,250.0,288.0,"9,425",2400.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19887,Mon 08:03:56 AM,49.9389,8.3496,↑ 346°,265.0,305.0,"9,975",1955.0,FlightAware ADS-B (ETOU),Arrivals,DLH992,2025-03-24 14:11:45
19888,Mon 08:04:12 AM,49.9576,8.3517,↑ 11°,276.0,318.0,"10,500",1525.0,FlightAware ADS-B (QEF / EDFE),Arrivals,DLH992,2025-03-24 14:11:45
19889,Mon 08:04:56 AM,50.0189,8.3751,↑ 14°,329.0,379.0,"11,500",1723.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19890,Mon 08:05:26 AM,50.0631,8.3914,↑ 13°,346.0,398.0,"12,625",2525.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19891,Mon 08:05:56 AM,50.113,8.4094,↑ 13°,354.0,407.0,"14,025",2725.0,FlightAware ADS-B (EDFA),Arrivals,DLH992,2025-03-24 14:11:45
19892,Mon 08:06:26 AM,50.1607,8.4266,↑ 13°,360.0,414.0,"15,350",2446.0,FlightAware ADS-B (ETOU),Arrivals,DLH992,2025-03-24 14:11:45
19893,Mon 08:06:42 AM,50.1886,8.4305,↑ 359°,367.0,422.0,"15,900",2474.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19894,Mon 08:07:23 AM,50.2559,8.4211,↑ 355°,368.0,423.0,"17,700",2696.0,FlightAware ADS-B (EDRL),Arrivals,DLH992,2025-03-24 14:11:45
19895,Mon 08:07:51 AM,50.3014,8.4144,↑ 356°,365.0,420.0,"19,000",2870.0,FlightAware ADS-B (EDMG),Arrivals,DLH992,2025-03-24 14:11:45
19896,Mon 08:08:32 AM,50.3712,8.404,↑ 355°,361.0,415.0,"21,000",2915.0,FlightAware ADS-B (ETNN),Arrivals,DLH992,2025-03-24 14:11:45
19897,Mon 08:09:02 AM,50.4219,8.3964,↑ 355°,356.0,410.0,"22,450",2050.0,FlightAware ADS-B (ETNN),Arrivals,DLH992,2025-03-24 14:11:45
19898,Mon 08:09:32 AM,50.4701,8.3892,↑ 355°,357.0,411.0,"23,050",1075.0,FlightAware ADS-B (STR / EDDS),Arrivals,DLH992,2025-03-24 14:11:45
19899,Mon 08:10:02 AM,50.5183,8.382,↑ 355°,354.0,407.0,"23,525",1075.0,FlightAware ADS-B (STR / EDDS),Arrivals,DLH992,2025-03-24 14:11:45
19900,Mon 08:10:32 AM,50.5692,8.3743,↑ 354°,357.0,411.0,"24,125",1150.0,FlightAware ADS-B (EDFB),Arrivals,DLH992,2025-03-24 14:11:45
19901,Mon 08:11:02 AM,50.619,8.3668,↑ 355°,373.0,429.0,"24,675",1290.0,FlightAware ADS-B (EDRL),Arrivals,DLH992,2025-03-24 14:11:45
19902,Mon 08:11:22 AM,50.6523,8.3619,↑ 355°,377.0,434.0,"25,200",1625.0,FlightAware ADS-B (EDLR),Arrivals,DLH992,2025-03-24 14:11:45
19903,Mon 08:11:38 AM,50.6811,8.354,↑ 345°,381.0,438.0,"25,650",1721.0,FlightAware ADS-B (EDQA),Arrivals,DLH992,2025-03-24 14:11:45
19904,Mon 08:11:56 AM,50.7098,8.3349,↖ 332°,385.0,443.0,"26,175",1909.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19905,Mon 08:12:33 AM,50.7669,8.2856,↖ 331°,376.0,433.0,"27,400",1567.0,FlightAware ADS-B (FRA / EDDF),Arrivals,DLH992,2025-03-24 14:11:45
19906,Mon 08:13:03 AM,50.814,8.2448,↖ 331°,375.0,432.0,"27,925",600.0,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH992,2025-03-24 14:11:45
19907,Mon 08:13:33 AM,50.8588,8.2056,↖ 331°,372.0,428.0,"28,000",75.0,FlightAware ADS-B (EDEN),Arrivals,DLH992,2025-03-24 14:11:45
19908,Mon 08:14:03 AM,50.9016,8.1682,↖ 331°,370.0,426.0,"28,000",,FlightAware ADS-B (VAC / EDWU),Arrivals,DLH992,2025-03-24 14:11:45
19909,Mon 08:14:28 AM,50.939,8.1355,↖ 331°,371.0,427.0,"28,000",-27.0,FlightAware ADS-B (MST / EHBK),Arrivals,DLH992,2025-03-24 14:11:45
19910,Mon 08:14:58 AM,50.985,8.0949,↖ 331°,374.0,430.0,"27,975",,FlightAware ADS-B (EDFG),Arrivals,DLH992,2025-03-24 14:11:45
19911,Mon 08:15:28 AM,51.0301,8.0551,↖ 331°,372.0,428.0,"28,000",,FlightAware ADS-B (ERF / EDDE),Arrivals,DLH992,2025-03-24 14:11:45
19912,Mon 08:15:58 AM,51.0752,8.0153,↖ 331°,372.0,428.0,"27,975",,FlightAware ADS-B (EDRK),Arrivals,DLH992,2025-03-24 14:11:45
19913,Mon 08:16:17 AM,51.1045,7.9893,↖ 331°,371.0,427.0,"28,000",,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH992,2025-03-24 14:11:45
19914,Mon 08:16:44 AM,51.1454,7.9531,↖ 331°,371.0,427.0,"27,975",-26.0,FlightAware ADS-B (SGE / EDGS),Arrivals,DLH992,2025-03-24 14:11:45
19915,Mon 08:17:14 AM,51.1897,7.9138,↖ 331°,372.0,428.0,"27,975",,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH992,2025-03-24 14:11:45
19916,Mon 08:17:53 AM,51.2471,7.8627,↖ 331°,373.0,429.0,"27,975",22.0,FlightAware ADS-B (DTM / EDLW),Arrivals,DLH992,2025-03-24 14:11:45
19917,Mon 08:18:23 AM,51.293,7.8216,↖ 331°,373.0,429.0,"28,000",50.0,FlightAware ADS-B (EDGA),Arrivals,DLH992,2025-03-24 14:11:45
19918,Mon 08:18:53 AM,51.3382,7.7811,↖ 332°,371.0,427.0,"28,025",26.0,FlightAware ADS-B (DUS / EDDL),Arrivals,DLH992,2025-03-24 14:11:45
